UraLex_Index	Language	UraLex_Form	UraLex_Value	NEL_Form	NEL_Value	NEL_Source_Form	LevenshteinDist	Accepted?
7558	Skolt Saami	jueʹǩǩed	jueʹǩǩed	ʝuɛcc͡çʲɛd	jue´ǩǩed	ʝuɛcc͡çʲɛd	0.125	x
8119	Skolt Saami	čâʹcǩǩed	čâʹcǩǩed	ʧɐʦʲcc͡çʲɛd	čâ´cǩǩed	t͡ʃɐt͡sʲcc͡çʲɛd	0.125	x
6427	Skolt Saami	tueʹlääž	tueʹlääž	tuɛlʲaːʒ	tue´lääž	tuɛlʲaːʒ	0.125	x
6108	Skolt Saami	mätt’ted	mätt’ted	matːtɛd	mätt'ted	matːtɛd	0.125	x
692	Skolt Saami	čuõpˈpâd	čuõpˈpâd	ʧuəppɐd	čuõp'pâd	t͡ʃuəppɐd	0.125	x
773	Skolt Saami	jääʹmmed	jääʹmmed	ʝaːmːʲɛd	jää´mmed	ʝaːmːʲɛd	0.125	x
859	Skolt Saami	kååʹšǩes	kååʹšǩes	kɔːʃc͡çɛs	kååšǩes	kɔːʃc͡çɛs	0.125	x
6666	Skolt Saami	peʹčǩǩer	peʹčǩǩer	pɛʧʲcc͡çʲɛr	pe´čǩǩer	pɛt͡ʃʲcc͡çʲɛr	0.125	x
10086	Skolt Saami	ǩeeuʹniǩ	ǩeeuʹniǩ	c͡çeːunʲic͡ç	ǩeeu´niǩ	c͡çeːunʲic͡ç	0.125	x
2344	Skolt Saami	oiʹǧǧeed	oiʹǧǧeed	oiɟɟ͡ʝʲeːd	oi´ǧǧeed	oiɟɟ͡ʝʲeːd	0.125	x
470	Skolt Saami	pueʹtted	pueʹtted	puɛtːʲɛd	pue´tted	puɛtːʲɛd	0.125	x
2757	Skolt Saami	pâʹsttel	pâʹsttel	pɐsʲtːʲɛl	pâ´sttel	pɐsʲtːʲɛl	0.125	x
2554	Skolt Saami	ruʹvvjed	ruʹvvjed	ruvːʲʝʲɛd	ru´vvjed	ruvːʲʝʲɛd	0.125	x
7221	Skolt Saami	vuäʹniǩ	vuäʹniǩ	vuanʲic͡ç	vuä´niǩ	vuanʲic͡ç	0.142857143	x
1591	Skolt Saami	vueiʹvv	vueiʹvv	vuɛivːʲɘ	vuei´vv	vuɛivːʲɘ	0.142857143	x
1823	Skolt Saami	kåʹdded	kåʹdded	kɔdːʲɛd	kå´dded	kɔdːʲɛd	0.142857143	x
8562	Skolt Saami	njäʹlmm	njäʹlmm	ɲalʲmːʲɘ	njä´lmm	ɲalʲmːʲɘ	0.142857143	x
3745	Skolt Saami	njuuʹnn	njuuʹnn	ɲuːnːʲɘ	njuu´nn	ɲuːnːʲɘ	0.142857143	x
2219	Skolt Saami	jeeʹres	jeeʹres	ʝeːrʲɛs	jee´res	ʝeːrʲɛs	0.142857143	x
8486	Skolt Saami	seäʹlǧǧ	seäʹlǧǧ	sɛalʲɟɟ͡ʝʲɘ	seä´lǧǧ	sɛalʲɟɟ͡ʝʲɘ	0.142857143	x
8177	Skolt Saami	jueʹlǧǧ	jueʹlǧǧ	ʝuɛlʲɟɟ͡ʝʲɘ	jue´lǧǧ	ʝuɛlʲɟɟ͡ʝʲɘ	0.142857143	x
5626	Skolt Saami	käʹtted	käʹtted	katːʲɛd	kä´tted	katːʲɛd	0.142857143	x
231	Skolt Saami	jieʹlli	jieʹlli	ʝiɛlːʲi	jie´lli	ʝiɛlːʲi	0.142857143	x
8149	Skolt Saami	jueʹlǧǧ	jueʹlǧǧ	ʝuɛlʲɟɟ͡ʝʲɘ	jue´lǧǧ	ʝuɛlʲɟɟ͡ʝʲɘ	0.142857143	x
429	Skolt Saami	mueʹrjj	mueʹrjj	muɛrʲʝːʲɘ	mue´rjj	muɛrʲʝːʲɘ	0.142857143	x
8429	Skolt Saami	nääʹpp	nääʹpp	naːpːʲɘ	nää´pp	naːpːʲɘ	0.166666667	x
9722	Skolt Saami	čâʹlmm	čâʹlmm	ʧɐlʲmːʲɘ	čâ´lmm	t͡ʃɐlʲmːʲɘ	0.166666667	x
8799	Skolt Saami	pueʹrr	pueʹrr	puɛrːʲɘ	pue´rr	puɛrːʲɘ	0.166666667	x
8679	Skolt Saami	mââʹnn	mââʹnn	mɐːnːʲɘ	mââ´nn	mɐːnːʲɘ	0.166666667	x
8207	Skolt Saami	kueʹll	kueʹll	kuɛlːʲɘ	kue´ll	kuɛlːʲɘ	0.166666667	x
2096	Skolt Saami	vääʹrr	vääʹrr	vaːrːʲɘ	vää´rr	vaːrːʲɘ	0.166666667	x
7792	Skolt Saami	vuõptt	vuõptt	vuəptɐ	vuõpt	vuəptɐ	0.166666667	x
10049	Skolt Saami	säʹltt	säʹltt	salʲtːʲɘ	sä´ltt	salʲtːʲɘ	0.166666667	x
9816	Skolt Saami	seiʹbb	seiʹbb	sɛibːʲɘ	sei´bb	sɛibːʲɘ	0.166666667	x
1712	Skolt Saami	mäʹhtt	mäʹhtt	maxʲtːʲɘ	mä´htt	maxʲtːʲɘ	0.166666667	x
8252	Skolt Saami	čääʹcc	čääʹcc	ʧaːtʦʲɘ	čää´cc	t͡ʃaːtt͡sʲɘ	0.166666667	x
7448	Skolt Saami	pääʹnn	pääʹnn	paːnːʲɘ	pää´nn	paːnːʲɘ	0.166666667	x
9585	Skolt Saami	täʹhtt	täʹhtt	taxʲtːʲɘ	tä´htt	taxʲtːʲɘ	0.166666667	x
5667	Skolt Saami	kuʹsǩǩ	kuʹsǩǩ	kusʲcc͡çʲɘ	ku´sǩǩ	kusʲcc͡çʲɘ	0.166666667	x
4753	Skolt Saami	sääʹnn	sääʹnn	saːnːʲɘ	sää´nn	saːnːʲɘ	0.166666667	x
2996	Skolt Saami	kuʹvdd	kuʹvdd	kuvʲdːʲɘ	ku´vdd	kuvʲdːʲɘ	0.166666667	x
8537	Skolt Saami	piõgˈg	piõgˈg	piəɡɡɐ	piõg'g	piəɡɡɐ	0.166666667	x
9199	Skolt Saami	leʹšǩǩ	leʹšǩǩ	lɛʃʲcc͡çʲɘ	le´šǩǩ	lɛʃʲcc͡çʲɘ	0.166666667	x
4457	Skolt Saami	peʹllj	peʹllj	pɛʎːʲɘ	pe´llj	pɛʎːʲɘ	0.166666667	x
3237	Skolt Saami	peiʹvv	peiʹvv	pɛivːʲɘ	pei´vv	pɛivːʲɘ	0.166666667	x
307	Skolt Saami	hueʹnn	hueʹnn	xuɛnːʲɘ	hue´nn	xuɛnːʲɘ	0.166666667	x
1452	Skolt Saami	rääʹss	rääʹss	raːsːʲɘ	rää´ss	raːsːʲɘ	0.166666667	x
407	Skolt Saami	čåuʹjj	čåuʹjj	ʧɔuʝːʲɘ	čåu´jj	t͡ʃɔuʝːʲɘ	0.166666667	x
2852	Skolt Saami	âʹlmm	âʹlmm	ɐlʲmːʲɘ	â´lmm	ɐlʲmːʲɘ	0.2	x
4180	Skolt Saami	eeʹǩǩ	eeʹǩǩ	eːcc͡çʲɘ	ee´ǩǩ	eːcc͡çʲɘ	0.2	x
9989	Skolt Saami	låʹdd	låʹdd	lɔdːʲɘ	lå´dd	lɔdːʲɘ	0.2	x
9548	Skolt Saami	kuʹǩǩ	kuʹǩǩ	kucc͡çʲɘ	ku´ǩǩ	kucc͡çʲɘ	0.2	x
1904	Skolt Saami	teʹǩǩ	teʹǩǩ	tɛcc͡çʲɘ	te´ǩǩ	tɛcc͡çʲɘ	0.2	x
9518	Skolt Saami	čeʹbb	čeʹbb	ʧɛbːʲɘ	če´bb	t͡ʃɛbːʲɘ	0.2	x
3505	Skolt Saami	kolmm	kolmm	koumːɐ	koumm	koumːɐ	0.2	x
3929	Skolt Saami	koʹst	koʹst	kosʲtʲɘ	ko´st	kosʲtʲɘ	0.2	x
890	Skolt Saami	põõʹl	põõʹl	pəːlʲɘ	põõ´l	pəːlʲɘ	0.2	x
2198	Skolt Saami	nuʹbb	nuʹbb	nubːʲɘ	nu´bb	nubːʲɘ	0.2	x
1603	Skolt Saami	čââʹđ	čââʹđ	ʧɐːðʲɘ	čââ´đ	t͡ʃɐːðʲɘ	0.2	x
2312	Skolt Saami	ǩiẹʹssed	ǩiẹʹssed	c͡çiɛsːʲɛd	ǩie´ssed	c͡çiɛsːʲɛd	0.222222222	x
9279	Skolt Saami	kueʹdˈded	kueʹdˈded	kuɛdʲdɛd	kue´d'ded	kuɛdʲdɛd	0.222222222	x
5102	Skolt Saami	kuõskkâd	kuõskkâd	kuəsktɛd	kuõskted	kuəsktɛd	0.25	x
3682	Skolt Saami	väʹʒʒed	väʹʒʒed	vadʣʲɛd	vä ́ʒʒed	va ́dd͡zɛd	0.25	x
10115	Skolt Saami	uʹcc	uʹcc	utʦʲɘ	u´cc	utt͡sʲɘ	0.25	x
952	Skolt Saami	eʹčč	e(e)ʹčč	ɛtʧʲɘ	e´čč	ɛtt͡ʃʲɘ	0.25	x
3175	Skolt Saami	suäʹbˈb	suäʹbˈb	suabʲbɐ	suä´b'b	suabʲbɐ	0.285714286	x
6629	Skolt Saami	vuäʹbˈb	vuäʹbˈb	vuabʲbɐ	vuä´b'b	vuabʲbɐ	0.285714286	x
5045	Skolt Saami	võõidâd	uuidâd	vəidːɐd	võiddâd	vəidːɐd	0.285714286	x
5044	Skolt Saami	võõidâd	uuidâd	vəidːɐd	võiddâd	vəidːɐd	0.285714286	x
4106	Skolt Saami	meäʹcˈc	meäʹcˈc	mɛaʦʲʦɐ	meä´c'c	mɛat͡sʲt͡sɐ	0.285714286	x
6997	Skolt Saami	miẹʹcsted	miẹʹc(c)sted	miaʦʲsʲtʲɛd	miä´csted	miat͡sʲsʲtʲɛd	0.3	x
6515	Skolt Saami	peeʹlljteʹmes	peeʹlljteʹm	peːʎːʲtʲɛmʲɘ	pee´lljte´m	peːʎːʲtʲɛmʲɘ	0.307692308	x
6516	Skolt Saami	peeʹlljteʹmes	peeʹlljteʹm	peːʎːʲtʲɛmʲɘ	pee´lljte´m	peːʎːʲtʲɛmʲɘ	0.307692308	x
7270	Skolt Saami	iil	iil	ilːɐ	ill	ilːɐ	0.333333333	x
1847	Skolt Saami	jäuʹrr	jäuʹrr	ʝɐurːʲɘ	jâu´rr	ʝɐurːʲɘ	0.333333333	x
5743	Skolt Saami	tåʹlǩ	tåʹlǩ	tɔːlʲc͡çʲɘ	tåå´lǩ	tɔːlʲc͡çʲɘ	0.333333333	x
9489	Skolt Saami	kõss	kõss(âd)	kəsːɐd	kõssâd	kəsːɐd	0.333333333	x
3328	Skolt Saami	tut	tut	tətɐ	tõt	tətɐ	0.333333333	x
2886	Skolt Saami	vuẹʹđđed	vuẹʹđđed	vuɐðːʲɛd	vuâ´đđed	vuɐðːʲɛd	0.333333333	x
8438	Skolt Saami	čuẹǯ’ǯad	čuẹǯ’ǯad	ʧuɐdʤɒd	čuâǯ'ǯad	t͡ʃuɐdd͡ʒɒd	0.333333333	x
4149	Skolt Saami	smäʹtt	smäʹtt	maːtːɐ	määtt	maːtːɐ	0.333333333	x
1416	Skolt Saami	tiudd	tiudd	tiːudɒs	tiiudas	tiːudɒs	0.428571429	x
7307	Skolt Saami	čiẹʹcc	čiẹʹcc	ʧiɒtʦʲɘ	čia´cc	t͡ʃiɒtt͡sʲɘ	0.428571429	x
6775	Skolt Saami	ǩiẹʹss	ǩiẹʹss	c͡çiasːʲɘ	ǩiä´ss	c͡çiasːʲɘ	0.428571429	x
4804	Skolt Saami	kuʹǩǩen	kuʹǩǩen	kuc͡çʲɛs	ku´ǩes	kuc͡çʲɛs	0.428571429	x
1642	Skolt Saami	tääiʹb	tääiʹb(en)	taːɐ	tää	taːɐ	0.5	x
7631	Skolt Saami	njorggad ~ njõrggad	njorggad ~ njõrggad	ɲorɡːɒd	njorggad	ɲorɡːɒd	0.578947368	x
2807	Skolt Saami	laullad ~ läullad	laullad ~ läullad	laulːɒd	läullad	laulːɒd	0.588235294	x
612	Skolt Saami	kõõlmâs ~ kõõumâs	kõõlmâs ~ kõõumâs	kəːlmɐs	kõõlmâs	kəːlmɐs	0.588235294	x
6129	Skolt Saami	vuäʹpsted ~ vuäʹppsted	vuäʹpsted ~ vuäʹppsted	vuapːʲsʲtʲɛd	vuä´ppsted	vuapːʲsʲtʲɛd	0.590909091	x
5815	Skolt Saami	luẹikkad ~ luâikkad	luẹikkad ~ luâikkad	luɐikːɒd	luâikkad	luɐikːɒd	0.6	x
1268	Skolt Saami	rääʹss	(heäʹrvv)rääʹss	xɛarʲvːʲrʲaːsːʲɘ	heä´rvvrää´ss	xɛarʲvːʲrʲaːsːʲɘ	0.615384615	x
9905	Skolt Saami	vuäʹdˈd	vuẹʹddes	vuɛdːʲɛs	vue´ddes	vuɛdːʲɛs	0.625	x
9694	Skolt Saami	urččâd ~ uʹrččâd	urččâd ~ uʹrččâd	urʲtʧʲɐd	u´rččâd	urʲtt͡ʃʲɐd	0.625	x
2386	Skolt Saami	vuäʹljes	vuäʹljes	vuəiɣɐs	vuõiǥâs	vuəiɣɐs	0.625	x
9906	Skolt Saami	vuäʹdˈd	vuẹʹddes	vuɛdːʲɛs	vue´ddes	vuɛdːʲɛs	0.625	x
9009	Skolt Saami	påǥsted ~ pååǥǥsted	påǥsted ~ pååǥǥsted	pɔɣstɛd	påǥsted	pɔɣstɛd	0.631578947	x
1685	Skolt Saami	tuõʹlˈl’jed	tuõʹlˈl’jed	tuɛrʲʝːʲeːd	tue´rjjeed	tuɛrʲʝːʲeːd	0.636363636	x
5701	Skolt Saami	åålm ~ ååum	åålm(ai) ~ ååum(ai)	ɔːlmɐ	åålm	ɔːlmɐ	0.636363636	x
4502	Skolt Saami	kädd	jueʹlǧǧkädd	ʝuɛlʲɟɟ͡ʝʲkʲadː	jue´lǧǧkädd	ʝuɛlʲɟɟ͡ʝʲkʲadː	0.636363636	x
4501	Skolt Saami	kädd	jueʹlǧǧkädd	ʝuɛlʲɟɟ͡ʝʲkʲadː	jue´lǧǧkädd	ʝuɛlʲɟɟ͡ʝʲkʲadː	0.636363636	x
3613	Skolt Saami	kuõʹhtt ~ kueʹhtt	kuõʹhtt ~ kueʹhtt	kuəxʲtːʲɘ	kuõ´htt	kuəxʲtːʲɘ	0.647058824	x
2166	Skolt Saami	ââld ~ âʹldd	ââld(a) ~ âʹldd	ɐldːləs	âlddlõs	ɐldːləs	0.666666667	x
5215	Skolt Saami	ooumaž ~ ååumaž	ooumaž ~ ååumaž	oːumɐʒ	ooumâž	oːumɐʒ	0.666666667	x
2685	Skolt Saami	sieʹm ~ siõm	sieʹm ~ siõm	siəmɐ	siõm	siəmɐ	0.666666667	x
3399	Skolt Saami	toʹben ~ tåʹben	toʹben ~ tåʹben	tobʲɛn	to´ben	tobʲɛn	0.666666667	x
10210	Skolt Saami	täʹstt ~ täʹsnn	täʹstt ~ täʹsnn	tasʲnːʲɘ	tä´snn	tasʲnːʲɘ	0.666666667	x
4674	Skolt Saami	ååʹuc ~ åʹhcc	ååʹuc ~ åʹhcc	ɔxʲtʦʲɘ	å´hcc	ɔxʲtt͡sʲɘ	0.692307692	x
4873	Skolt Saami	riʹmjj ~ rieʹmnnj	riʹmjj ~ rieʹmnnj	riɛmʲʝːʲɘ	rie´mjj	riɛmʲʝːʲɘ	0.705882353	x
2066	Skolt Saami	jeäʹnˈn ~ jieʹnˈn	jeäʹnˈn ~ jieʹnˈn	ʝɛanʲnɐ	jeä´n'n	ʝɛanʲnɐ	0.705882353	x
9071	Skolt Saami	čiʹǯǯ- ~ čiʹǯs-	čiʹǯǯ- ~ čiʹǯs-	ʧidʤʲɘ	či´ǯǯ	t͡ʃidd͡ʒʲɘ	0.733333333	x
4293	Skolt Saami	tuâǥǥ-	tuâǥǥ-	tuɛcc͡çʲɛn	tue´ǩǩen	tuɛcc͡çʲɛn	0.75	x
5703	Skolt Saami	ååumaž ~ ooumaž	ååumaž ~ ooumaž	ɔːlmɐ	åålm	ɔːlmɐ	0.8	x
195	Skolt Saami	di ~ da etc.	di ~ da etc.	diɐ	di	diɐ	0.833333333	x
2968	South Saami	gïermesj	gïermesj	kɨɛrmɛʃɛ	gïermesje	kɨɛrmɛʃɛ	0.111111111	x
1348	South Saami	nieljie	nieljie	ɲiɛljiɛ	njieljie	ɲiɛljiɛ	0.125	x
2753	South Saami	bestele	bestele	pɛstɛlɛs	besteles	pɛstɛlɛs	0.125	x
4225	South Saami	dijjieh	dijjieh	tijːiɛ	dijjie	tijːiɛ	0.142857143	x
4798	South Saami	gåhkese	guhkene	kahkɛsɛ	gahkese	kahkɛsɛ	0.142857143	x
4799	South Saami	gåhkese	guhkene	kahkɛsɛ	gahkese	kahkɛsɛ	0.142857143	x
333	South Saami	madtan	madtan	mɔtːan	mådtan	mɔtːan	0.166666667	x
1411	South Saami	dïeves	dïeves	tɨɛβɛ	dïeve	tɨɛβɛ	0.166666667	x
492	South Saami	voejngedh	voejngedh	βuʌjŋɛhtidh	voejngehtidh	βuʌjŋɛhtidh	0.25	x
4958	South Saami	bååhkesjidh	bååhkesjidh	poːhkɛdh	bååhkedh	poːhkɛdh	0.272727273	x
666	South Saami	ryöknedh	ryöknedh	ryœknɛhtidh	ryöknehtidh	ryœknɛhtidh	0.272727273	x
2181	South Saami	gïetskese	gïetskese	kiɛʦkiɛs	gietskies	kiɛt͡skiɛs	0.333333333	x
6451	South Saami	raajne	raajne	ræːjniɛs	raejnies	ræːjniɛs	0.375	x
9349	South Saami	lyövlehke	leevles ~ löövles	leːβlɛs	leevles	leːβlɛs	0.555555556	x
9348	South Saami	lyövlehke	leevles ~ löövles	leːβlɛs	leevles	leːβlɛs	0.555555556	x
4102	South Saami	skåake ~ skåajje	skåake ~ skåajje	skoɒjːɛ	skåajje	skoɒjːɛ	0.5625	x
9215	South Saami	njaltja ~ njaltje	njaltja ~ njaltje	ɲalʧa	njaltja	ɲalt͡ʃa	0.588235294	x
4102	South Saami	skåake ~ skåajje	skåake ~ skåajje	skoɒkɛ	skåake	skoɒkɛ	0.625	x
5695	South Saami	alma ~ ålma	alma ~ ålma	ɔlma	ålma	ɔlma	0.636363636	x
5682	Tundra Nenets	mun°	mun°	mun	мун	mun	0.25	x
9741	Tundra Nenets	sæw°	sæw°	sæw	сэв	sæw	0.25	x
4157	Tundra Nenets	xəli	xəli	xəlɨ	хӑлы	xəlɨ	0.25	x
1045	Tundra Nenets	tər	tər	tərʔ	тӑрˮ	tərʔ	0.25	x
7234	Tundra Nenets	xæm	xæm	xæmʔ	хэмʼ	xæmʔ	0.25	x
8960	Tundra Nenets	təb°	təb°	təb	тӑб	təb	0.25	x
2861	Tundra Nenets	num	num	numʔ	нумʼ	numʔ	0.25	x
9334	Tundra Nenets	xudumka	xudumka	xudumɡɑ	худумга	xudumɡɑ	0.285714286	x
2661	Tundra Nenets	to	to	toː	то	toː	0.333333333	x
1865	Tundra Nenets	to	to	toː	то	toː	0.333333333	x
4191	Tundra Nenets	po	po	poː	по	poː	0.333333333	x
2740	Tundra Nenets	sædə°	sædə°	sædəsʲ	сэдӑ(сь)	sædəsʲ	0.333333333	x
4133	Tundra Nenets	pyi	pyi	pʲi	пи	pʲi	0.333333333	x
5954	Tundra Nenets	xarəd°	xarəd°	xɑrəd	харӑд	xɑrəd	0.333333333	x
63	Tundra Nenets	pidər°	pidər°	pɨdər	пыдӑр	pɨdər	0.333333333	x
7639	Tundra Nenets	syudər-	syudər-	sʲudərʦʲ	сюдӑрць	sʲudərt͡sʲ	0.375	x
250	Tundra Nenets	sarmyik°	sarmyik°	sɑrmʲik	сармик	sɑrmʲik	0.375	x
803	Tundra Nenets	səbkasy°	səbkasy°	səbkɑsʲ	сӑбка(сь)	səbkɑsʲ	0.375	x
7798	Tundra Nenets	ŋebt°	ŋebt°	ŋæbt	ӈэбт	ŋæbt	0.4	x
6278	Tundra Nenets	xæsy°	xæsy°	xæsʲ	хэсь	xæsʲ	0.4	x
9917	Tundra Nenets	wano	wano	wɑnoː	вано	wɑnoː	0.4	x
10052	Tundra Nenets	ser	ser	seːrʔ	сэ̇рˮ	seːrʔ	0.4	x
1893	Tundra Nenets	weba	weba	weːbɑ	вэ̇ба	weːbɑ	0.4	x
1669	Tundra Nenets	tyukoxəna	tyukoxəna	tʲukoːxonɑ	тюкохо̆на	tʲukoːxonɑ	0.4	x
8027	Tundra Nenets	ŋob	ŋob	ŋoːbʔ	ӈобˮ	ŋoːbʔ	0.4	x
4100	Tundra Nenets	pedara	pedara	peːdɑrɑ	пэ̇дара	peːdɑrɑ	0.428571429	x
2955	Tundra Nenets	salmuy°	salmuy°	sɑlmuj	салмуй	sɑlmuj	0.428571429	x
8374	Tundra Nenets	pəryidye°	pəryidye°	pərʲidʲeːɲɑ	пӑриденя	pərʲidʲeːɲɑ	0.454545455	x
9368	Tundra Nenets	səŋkowocy°	səŋkowocy°	səŋɡoːwoːtɑ	сӑӈговота	səŋɡoːwoːtɑ	0.454545455	x
3636	Tundra Nenets	syidya	syidya	sʲidʲɑ	сидя	sʲidʲɑ	0.5	x
8479	Tundra Nenets	məxa	məxa	mɑxɑ	маха	mɑxɑ	0.5	x
7441	Tundra Nenets	tyibya	tyibya	tʲibʲɑ	тибя	tʲibʲɑ	0.5	x
9578	Tundra Nenets	li	li	lɨ	лы	lɨ	0.5	x
2524	Tundra Nenets	syur°tyaw°	syur°tyaw°	sʲurtʲɑw	сюртяв	sʲurtʲɑw	0.5	x
863	Tundra Nenets	xasuy°	xasuy°	xɑsuj	хасуй	xɑsuj	0.5	x
898	Tundra Nenets	syibya	syibya	sʲibʲə	сибя̆	sʲibʲə	0.5	x
6120	Tundra Nenets	toxolko°	toxolko°	toːxoːlɑsʲ	тохола(сь)	toːxoːlɑsʲ	0.5	x
7314	Tundra Nenets	tyidya	tyidya	tʲidʲɑ	тидя	tʲidʲɑ	0.5	x
4283	Tundra Nenets	yilə°	yilə°	jiləsʲ	илӑ(сь)	jiləsʲ	0.5	x
3735	Tundra Nenets	yiba	yiba	jibɑ	иба	jibɑ	0.5	x
7105	Tundra Nenets	tin°xa	tin°xa	tɨnxɑ	тынха	tɨnxɑ	0.5	x
9469	Tundra Nenets	ŋəmcy°	ŋəmcy°	ŋəmzʲ	ӈӑмзь	ŋəmzʲ	0.5	x
2109	Tundra Nenets	xoy°	xoy°	xoːj	хой	xoːj	0.5	x
10230	Tundra Nenets	numki°	numki°	numɡɨ	нумгы	numɡɨ	0.5	x
4787	Tundra Nenets	syabt°	syabt°	sʲɑbt	сябт	sʲɑbt	0.5	x
4380	Tundra Nenets	pidoh	pidoh	pɨdoːʔ	пыдоʼ	pɨdoːʔ	0.5	x
3056	Tundra Nenets	sira	sira	sɨrɑ	сыра	sɨrɑ	0.5	x
449	Tundra Nenets	ŋodya	ŋodya	ŋoːdʲɑ	ӈодя	ŋoːdʲɑ	0.5	x
9139	Tundra Nenets	mid°	mid°	mɨd	мыд	mɨd	0.5	x
10010	Tundra Nenets	tyírtya sarmyik°	tyírtya sarmyik°	tʲirtʲɑsɑrmʲik	тиртя сармик	tʲirtʲɑ sɑrmʲik	0.5	x
9023	Tundra Nenets	pyisyəncy°	pyisyəncy°	pʲisʲənzʲ	пися̆нзь	pʲisʲənzʲ	0.5	x
1407	Tundra Nenets	xənyimcy°	xənyimcy°	xəɲimzʲ	хӑнимзь	xəɲimzʲ	0.555555556	x
7772	Tundra Nenets	wərcawey°	wərcawey°	wərʦɑwæj	вӑрцавэй	wərt͡sɑwæj	0.555555556	x
9703	Tundra Nenets	syur°mpə°	syur°mpə°	sʲurmbəsʲ	сюрмбӑ(сь)	sʲurmbəsʲ	0.555555556	x
1922	Tundra Nenets	pəncyeq°	pəncyeq°	pənzʲeːʔæ	пӑнзе”э̆	pənzʲeːʔæ	0.555555556	x
7411	Tundra Nenets	myincy°	myincy°	mʲinzʲ	минзь	mʲinzʲ	0.571428571	x
8990	Tundra Nenets	nəmtə°	nəmtə°	nɑmdəsʲ	на́мдӑ(сь)	nɑmdəsʲ	0.571428571	x
4252	Tundra Nenets	pid°raq	pid°raq	pɨdərɑʔ	пыдӑраˮ	pɨdərɑʔ	0.571428571	x
4303	Tundra Nenets	tyax°na	tyax°na	tʲɑxənɑ	тяхӑна	tʲɑxənɑ	0.571428571	x
2799	Tundra Nenets	xinocy°	xinocy°	xɨnoːʦʲ	хыноць	xɨnoːt͡sʲ	0.571428571	x
6527	Tundra Nenets	xasyə-	xasyə-	xɑsʲədɑ	хася̆да	xɑsʲədɑ	0.571428571	x
3825	Tundra Nenets	xəl°ta°	xəl°ta°	xəltɑsʲ	хӑлта(сь)	xəltɑsʲ	0.571428571	x
9884	Tundra Nenets	syarə°	syarə°	sʲɑrəsʲ	сярӑ(сь)	sʲɑrəsʲ	0.571428571	x
8457	Tundra Nenets	núsy°	núsy°	nusʲ	нусь	nusʲ	0.6	x
463	Tundra Nenets	tosy°	tosy°	toːsʲ	тось	toːsʲ	0.6	x
9244	Tundra Nenets	weya	weya	weːjɑ	вэ̇я	weːjɑ	0.6	x
2260	Tundra Nenets	syanako°	syanako°	sʲɑnɑkoːsʲ	сянако(сь)	sʲɑnɑkoːsʲ	0.6	x
3735	Tundra Nenets	yiba	yiba	jibɑd	ибад	jibɑd	0.6	x
1621	Tundra Nenets	syey°	syey°	sʲeːj	сей	sʲeːj	0.6	x
9396	Tundra Nenets	mesy°	mesy°	meːsʲ	мэ̇сь	meːsʲ	0.6	x
168	Tundra Nenets	mal°h	mal°h	mɑlʔ	малʼ	mɑlʔ	0.6	x
410	Tundra Nenets	tyíw°	tyíw°	tʲiw	тив	tʲiw	0.6	x
3567	Tundra Nenets	mosy°	mosy°	moːsʲ	мось	moːsʲ	0.6	x
763	Tundra Nenets	xasy°	xasy°	xɑsʲ	хась	xɑsʲ	0.6	x
8098	Tundra Nenets	xíbya	xíbya	xibʲɑ	хибя	xibʲɑ	0.6	x
8929	Tundra Nenets	púli°	púli°	pulɨ	пулы	pulɨ	0.6	x
4009	Tundra Nenets	tæcy°	tæcy°	tæʦʲ	тэць	tæt͡sʲ	0.6	x
10097	Tundra Nenets	tyíd°	tyíd°	tʲid	тид	tʲid	0.6	x
605	Tundra Nenets	tyír°	tyír°	tʲir	тир	tʲir	0.6	x
1373	Tundra Nenets	tyet°	tyet°	tʲeːt	тет	tʲeːt	0.6	x
3317	Tundra Nenets	ŋoxəlcy°	ŋoxəlcy°	ŋoːxoːləsʲ	ӈохолӑ(сь)	ŋoːxoːləsʲ	0.6	x
9768	Tundra Nenets	tuh syibya	tuh syibya	tunzʲibʲɑ	тунзибя	tunzʲibʲɑ	0.6	x
2225	Tundra Nenets	ŋanyi	ŋanyi	ŋɑɲi	ӈани	ŋɑɲi	0.6	x
8634	Tundra Nenets	ŋəmke	ŋəmke	ŋɑmɡæ	ӈамгэ	ŋɑmɡæ	0.6	x
2490	Tundra Nenets	syexari°	syexari°	sʲeːxærɨ	сехэры	sʲeːxærɨ	0.625	x
3877	Tundra Nenets	səqnyuy°	səqnyuy°	səʔɲuj	сӑˮнюй	səʔɲuj	0.625	x
3951	Tundra Nenets	xə-nyana	xə-nyana	xəɲɑnɑ	хӑняна	xəɲɑnɑ	0.625	x
8698	Tundra Nenets	sar°qnyu	sar°qnyu	sɑrʔɲu	сарˮню	sɑrʔɲu	0.625	x
2897	Tundra Nenets	xonyo°	xonyo°	xoːɲoːsʲ	хонё(сь)	xoːɲoːsʲ	0.625	x
8544	Tundra Nenets	myercya	myercya	mʲeːrʦʲɑ	мерця	mʲeːrt͡sʲɑ	0.625	x
1150	Tundra Nenets	səmp°lyaŋk°	səmp°lyaŋk°	səmʎɑŋɡ	сӑмляӈг	səmʎɑŋɡ	0.636363636	x
1339	Tundra Nenets	syinyo	syinyo	sʲiɲoː	синё	sʲiɲoː	0.666666667	x
